concept_code,omop_id,omop_name
HP:0006934,373489,Congenital nystagmus
HP:0001952,4311629,Impaired glucose tolerance
HP:0002650,4006163,Acquired scoliosis
HP:0002650,72418,Scoliosis deformity of spine
HP:0002650,73302,Curvature of spine
HP:0002974,438851,Radioulnar synostosis
HP:0010828,4029329,Hemifacial spasm
HP:0005541,434895,Congenital neutropenia
HP:0030880,314962,Raynaud's disease
HP:0030880,4143972,Raynaud's phenomenon
HP:0007330,4102401,Frontal encephalocele
HP:0002457,4154930,Head movements abnormal
HP:0012191,434592,B-cell lymphoma (clinical)
HP:0009125,134324,Lipodystrophy
HP:0002633,4137275,Vasculitis
HP:0001080,197917,Disorder of biliary tract
HP:0001047,4066382,Atopic neurodermatitis
HP:0001047,133834,Atopic dermatitis
HP:0025272,4264234,Chloasma
HP:0100522,40485495,Thymoma
HP:0011967,4024266,Hypocupremia
HP:0006579,435656,Neonatal jaundice
HP:0005988,440814,Torticollis
HP:0002918,4284559,Hypermagnesemia
HP:0000540,376415,Hypermetropia
HP:0012624,443601,Chronic kidney disease stage 2
HP:0030041,80496,Schmorl's nodes
HP:0012324,140666,Myeloid leukemia
HP:0012798,4174275,Pulmonary lymphangioleiomyomatosis
HP:0004804,28396,Hereditary hemolytic anemia
HP:0010786,78706,Benign neoplasm of urinary system
HP:0001915,137829,Aplastic anemia
HP:0032018,376395,Mononeuritis multiplex
HP:0003115,320536,Electrocardiogram abnormal
HP:0045029,4083100,Fasciitis with eosinophilia syndrome
HP:0009742,72711,Shoulder stiff
HP:0400007,443431,Disorder of menstruation
HP:0001480,4299829,Ephelis
HP:0001678,316135,Atrioventricular block
HP:0002367,4275889,Visual hallucinations
HP:0000086,4040640,Ectopic kidney
HP:0002586,196152,Peritonitis
HP:0030707,4279620,Congenital absence of lung
HP:0002607,197675,Incontinence of feces
HP:0007705,372635,Corneal degeneration
HP:0008419,80816,Degeneration of intervertebral disc
HP:0100820,4059452,Glomerular disease
HP:0010607,380403,External hordeolum
HP:0000855,35622016,Insulin resistance
HP:0001264,132617,Diplegic cerebral palsy
HP:0001871,443723,Disorder of cellular component of blood
HP:0031869,81939,Recurrent dislocation of joint
HP:0001397,4059290,Steatosis of liver
